battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
580,1,1.4,1,7,0,29,0.7,186,3,18,1718,662,3916,8,10,19,0,0,1,2
632,1,1.7,1,17,1,18,0.6,178,2,12,1756,1476,1513,8,12,7,0,0,1,1
1296,1,1.5,0,17,0,15,0.5,91,3,17,1076,1855,1221,8,9,9,0,0,1,1
1399,1,0.5,0,12,0,8,0.4,164,6,14,117,849,1993,5,14,10,0,1,1,1
637,1,1.2,0,17,1,23,0.4,82,5,3,364,1169,740,8,0,2,0,0,0,0
683,1,1.6,1,14,1,52,0.7,158,1,8,1694,1991,294,16,13,14,0,0,1,1
1924,0,1.5,0,3,1,2,0.8,164,3,3,135,925,266,9,9,4,1,1,1,1
1853,1,2.3,0,16,0,30,0.7,89,5,15,1437,826,879,13,17,7,0,1,0,2
1284,0,1.5,0,4,1,53,0.3,112,7,14,1100,1629,664,7,10,18,0,1,0,1
1483,0,1.7,1,15,0,32,0.5,125,7,1,1871,754,2411,7,6,9,1,0,1,3
568,1,1.6,0,8,1,31,0.8,138,3,13,556,857,2283,18,14,7,0,1,1,1
1045,1,2.4,1,9,0,58,0.5,131,6,2,17,943,1373,9,2,17,1,1,0,0
552,0,2.7,1,17,1,16,0.6,85,7,3,1890,612,2387,14,1,2,0,1,1,2
1973,1,1.8,0,16,0,19,0.8,81,5,0,402,1553,2361,10,7,11,1,1,1,2
704,1,2.5,1,17,0,36,0.7,108,2,8,204,1023,3620,7,7,19,0,0,1,1
625,0,1.2,0,6,1,51,0.5,198,5,16,498,1188,3343,5,10,15,0,1,1,1
542,0,1.9,1,3,1,31,0.9,119,7,13,323,1490,3294,14,15,6,0,1,1,1
610,0,1.4,1,4,0,35,0.2,176,7,16,594,545,3804,12,1,18,0,0,0,1
1260,1,1.5,0,15,1,43,1.0,140,4,0,561,1694,3141,16,4,15,0,0,0,2
1706,0,2.3,0,2,0,12,0.2,147,1,9,1304,1653,860,5,6,19,1,1,1,2
1347,1,2.7,0,17,1,28,0.1,147,6,15,1189,1256,1224,6,12,5,0,0,1,1
594,0,0.8,1,13,1,25,0.9,108,5,18,1266,1876,420,7,1,3,1,1,0,0
1897,0,2.1,1,14,0,36,0.3,180,7,2,1912,1726,692,10,2,8,0,0,0,2
1399,0,2.0,0,16,1,40,0.8,141,6,11,478,1749,3030,8,8,8,0,0,0,2
859,1,0.8,0,0,1,9,0.8,139,3,2,163,1603,1935,8,9,8,0,1,1,0
1399,1,1.0,1,16,0,52,0.9,163,3,14,323,1833,2065,13,12,14,1,0,0,1
780,0,1.3,1,10,0,19,1.0,120,5,16,1591,1558,2706,10,12,7,1,0,1,2
1718,0,0.9,1,16,1,14,0.4,166,4,17,550,1063,1665,16,4,18,1,1,1,1
1718,0,1.1,0,13,0,46,0.7,188,7,6,830,660,2233,6,6,19,1,1,1,2
1166,1,1.2,1,19,1,25,0.2,161,5,18,639,1339,1417,11,16,2,1,0,1,1
592,0,1.3,0,18,1,52,0.5,192,2,6,1926,1958,3019,17,14,14,0,0,1,2
1171,1,2.4,1,6,0,24,0.9,168,4,4,633,1037,1069,7,4,17,0,1,0,1
560,0,1.9,1,12,0,13,0.4,144,7,7,758,724,3025,13,6,11,1,0,0,1
1133,0,3.0,0,17,0,50,0.6,197,7,15,1721,1969,2834,10,1,14,1,1,0,2
1574,0,1.5,0,13,0,31,0.6,143,6,15,207,1840,2085,12,17,11,0,0,0,1
1926,0,2.4,0,0,0,32,0.7,158,5,18,314,1937,548,17,9,15,0,0,1,1
1528,0,2.7,1,6,0,29,1.0,142,7,14,303,594,1754,17,0,10,1,1,0,1
1989,0,2.2,1,7,1,23,0.2,177,6,6,900,1748,3326,5,13,12,1,1,0,3
1103,1,1.5,1,17,1,45,0.6,127,7,4,238,1448,717,6,15,4,0,0,0,0
1181,0,2.4,0,8,0,29,0.9,99,1,10,1750,1052,3700,10,5,9,1,0,0,3
1033,1,1.0,1,0,1,14,0.5,197,4,9,803,1144,3489,7,11,13,0,0,0,2
1928,0,1.3,0,16,1,26,0.2,116,5,8,1247,565,2945,5,2,4,1,0,0,3
1337,0,1.9,0,18,1,45,0.6,143,1,0,1111,1920,2347,10,6,8,1,1,1,2
1144,1,1.9,0,5,1,52,0.4,170,5,19,1560,1733,1362,9,2,15,0,0,1,2
732,0,0.6,1,2,0,47,0.2,165,2,0,1452,1997,3195,17,16,8,0,0,0,2
1023,1,2.9,1,4,1,8,0.9,194,3,7,1243,1164,2939,13,14,8,1,1,1,2
845,1,2.2,0,1,1,46,0.6,84,6,2,274,1183,2842,10,10,15,0,1,1,1
1569,0,1.7,1,19,0,7,0.9,113,5,1,1670,1409,3165,9,1,13,1,1,1,3
1045,1,2.8,0,3,0,25,0.8,118,4,3,953,1336,2822,5,6,2,1,0,1,2
1601,1,1.6,0,9,0,20,0.7,146,5,18,1768,1070,1690,5,6,6,0,1,1,2
1596,0,3.0,1,9,0,20,0.1,160,5,10,1089,1195,3668,15,9,12,0,1,0,3
1293,1,1.8,0,10,1,37,0.5,141,5,4,1615,679,966,5,11,2,0,0,1,2
748,0,0.8,0,15,0,52,0.3,167,7,9,1446,1333,1903,11,17,14,1,1,1,1
546,0,2.4,1,16,1,10,0.9,103,5,7,254,1982,344,10,5,18,0,1,0,0
1644,0,2.2,0,15,1,49,0.3,82,7,12,124,1591,1919,18,7,4,0,0,1,1
713,0,2.4,0,6,0,60,0.4,188,4,4,1169,1852,3557,9,4,11,0,1,1,2
738,1,2.9,0,15,0,37,0.6,150,4,11,614,701,1297,8,2,8,1,0,0,0
1579,0,2.4,0,2,0,39,0.3,168,5,12,384,1538,2976,15,1,4,0,1,1,2
849,0,2.0,0,15,0,41,0.3,199,7,7,446,1565,3167,18,5,13,0,1,0,1
606,1,2.6,0,7,0,60,0.6,146,3,14,386,1042,3193,17,6,11,0,1,1,1
1330,0,2.2,0,11,0,30,0.2,158,5,12,382,1481,3608,17,7,13,0,0,1,2
547,0,1.5,1,2,1,25,0.2,172,6,0,1300,1273,2189,15,3,16,1,1,0,1
836,1,2.7,1,16,1,49,0.4,129,6,5,1405,1812,677,12,11,7,1,1,1,1
1549,1,1.1,0,17,1,6,0.7,108,4,10,123,1193,1131,15,11,6,1,1,0,1
1303,1,2.3,0,10,1,54,0.6,153,6,12,1949,1767,3005,12,16,3,1,1,1,3
1780,1,2.7,1,3,0,55,0.5,111,6,19,1290,1111,593,9,8,5,0,0,1,2
507,1,2.3,1,15,0,43,0.6,166,2,0,1813,1697,521,8,11,6,1,1,1,1
1124,1,2.2,1,16,1,56,0.4,118,5,10,1134,743,3106,6,16,8,0,1,1,2
1776,1,2.4,1,8,1,46,0.9,88,5,10,1404,559,1634,11,9,5,1,1,0,2
1218,0,1.7,1,5,1,62,0.1,180,5,7,1848,603,2663,9,10,12,0,1,1,2
802,1,2.7,0,19,0,27,0.7,195,5,2,1624,1150,3317,7,12,4,0,0,1,2
1138,1,1.0,1,1,0,15,0.9,183,1,18,1922,1826,2070,13,3,6,0,0,0,2
555,1,0.8,1,8,0,40,0.8,93,5,11,1181,1510,2520,13,14,16,1,0,0,1
1225,0,1.2,1,5,1,30,0.3,147,7,5,727,576,576,15,11,19,1,1,0,1
1025,0,1.8,0,2,1,53,0.4,143,4,7,895,1541,1105,15,9,17,1,0,1,1
973,1,1.8,0,19,0,7,0.7,99,7,4,1836,1707,974,14,6,17,0,0,0,2
527,1,2.6,0,5,0,8,0.2,107,4,9,1571,1804,3992,18,1,11,1,0,0,2
577,1,1.5,0,6,1,38,0.8,93,1,15,1622,1811,1247,15,6,2,0,1,0,1
1739,0,1.7,0,0,1,54,0.7,123,5,11,1141,1197,3539,12,7,12,1,1,0,3
1909,0,0.5,0,0,0,19,0.8,177,3,16,327,1997,2064,5,5,18,1,0,1,1
864,1,1.5,1,4,1,24,0.2,156,7,5,693,1445,3256,16,7,16,1,1,1,1
1165,0,2.1,0,5,0,45,0.7,174,5,8,1091,766,3530,7,3,8,1,1,1,2
1025,1,0.5,0,12,0,39,0.7,176,4,9,1457,1280,972,6,8,7,1,1,0,1
1198,0,1.2,1,1,1,60,0.8,195,7,19,358,1108,1240,8,4,16,0,0,0,1
1835,0,1.0,0,14,1,2,0.1,118,2,13,1002,1445,2195,6,5,16,1,1,0,2
1382,1,0.6,1,14,1,5,0.1,107,6,13,1694,1880,1151,16,11,8,1,1,1,2
1530,1,1.7,1,12,0,52,0.4,143,2,16,796,1524,1432,15,4,4,1,0,0,1
1526,1,1.0,0,13,1,45,0.2,168,3,15,442,1550,3756,12,4,15,0,1,0,2
1418,1,2.4,1,6,1,48,0.6,111,5,3,163,1047,2032,5,17,10,1,1,1,1
1249,0,2.6,1,13,0,36,0.9,88,1,1,972,659,2590,8,5,4,1,0,1,2
862,0,1.9,1,9,0,24,0.5,107,5,15,360,1436,3060,9,8,7,0,0,1,1
1797,0,3.0,1,16,1,28,0.9,174,3,0,584,898,3648,18,10,10,1,1,1,2
1305,1,1.6,0,13,0,61,0.1,96,3,2,1142,1042,1715,14,13,2,0,1,1,2
1238,0,1.8,1,7,0,27,0.3,196,6,10,852,626,1871,8,1,10,0,1,0,1
1538,1,3.0,0,3,0,53,0.1,166,3,15,1010,1508,2799,12,13,13,1,0,0,2
1715,0,1.1,1,15,1,61,0.4,156,2,17,1218,1447,3931,6,9,5,0,0,0,3
984,1,2.9,1,12,1,9,0.9,134,6,14,1624,709,1428,13,4,17,1,1,1,2
527,1,0.6,1,19,0,44,0.2,89,5,8,1880,649,797,6,3,6,0,1,1,1
1213,0,1.6,0,17,0,17,0.6,159,7,11,1611,530,890,6,6,18,1,1,1,1
1562,1,0.7,0,13,0,42,0.5,85,5,17,1756,1111,3809,17,12,18,0,1,1,3
1796,1,2.3,0,17,1,4,0.9,127,1,4,1674,801,1605,6,9,7,0,0,0,2
1754,0,2.0,1,4,0,33,0.2,154,3,7,1023,1462,3242,16,9,16,0,1,0,2
585,1,2.3,1,8,0,6,0.3,195,3,2,1907,1364,3356,14,3,2,1,0,0,2
1997,1,1.4,1,2,1,21,0.1,146,4,1,1930,1264,3586,12,15,14,0,0,0,3
625,1,1.4,1,7,0,15,0.5,171,6,18,240,1182,953,7,14,17,1,0,0,0
1311,0,0.6,0,19,1,61,0.4,120,4,7,1532,756,2208,14,10,3,1,1,0,2
1036,0,1.4,1,9,1,33,0.9,158,6,1,665,1439,2378,15,2,3,0,0,0,1
644,1,2.8,0,18,1,27,0.6,139,2,18,564,1580,3884,18,14,13,1,0,0,1
1735,0,1.4,1,2,0,48,0.7,156,6,0,1165,508,1860,14,15,13,1,1,1,2
524,1,2.6,0,10,0,7,0.6,121,5,12,831,1528,753,18,13,9,0,1,0,0
1917,1,2.6,0,10,1,60,0.2,195,1,19,975,1346,3743,12,4,13,1,0,0,3
566,1,1.4,1,16,0,59,0.5,199,7,16,1929,1637,977,11,16,12,1,1,1,1
732,1,2.1,1,15,1,37,1.0,188,6,2,30,1276,2030,14,17,3,0,0,1,0
608,1,0.7,0,6,0,41,0.9,160,6,8,222,1184,1619,8,0,2,0,1,0,0
1669,0,0.8,1,3,1,52,0.9,150,6,4,1827,1231,563,11,8,5,0,0,0,2
610,1,0.6,1,18,1,60,0.8,107,1,5,265,1728,3007,15,13,10,0,0,1,1
727,0,2.0,0,11,0,6,0.2,181,3,3,1305,523,1139,12,10,8,1,1,1,1
610,0,1.6,0,14,0,14,0.3,92,1,16,787,992,3942,10,1,11,1,1,1,2
1993,1,1.9,0,10,0,33,0.1,160,3,15,380,1469,1520,10,4,15,1,1,0,1
533,1,1.8,0,4,0,17,0.4,94,7,15,555,1929,508,7,14,2,0,0,1,0
1122,0,1.4,1,4,1,2,0.2,115,5,10,61,602,1191,9,11,6,1,0,0,0
1892,0,2.2,0,14,1,14,0.5,171,1,1,712,1583,1499,14,13,14,0,1,1,2
1247,0,2.4,0,17,0,55,0.7,94,3,16,846,1609,2700,6,10,7,1,0,0,2
1094,1,0.5,0,10,0,12,0.9,189,5,14,520,1266,3289,16,8,18,0,1,1,1
924,0,1.0,1,11,1,54,0.8,196,5,17,1094,1522,3663,9,7,16,1,0,0,2
1112,1,2.3,0,1,0,9,0.9,154,3,9,601,871,2008,9,11,8,1,0,1,1
1191,1,1.5,1,19,0,26,0.1,135,3,5,1559,1178,1993,11,2,9,0,1,1,2
1805,1,2.2,0,14,0,41,0.1,174,2,15,139,1095,1308,8,14,3,1,1,0,1
1843,0,1.4,0,19,0,33,0.7,83,5,4,1339,701,749,18,7,19,1,0,0,2
1966,1,1.5,1,3,1,25,0.4,178,3,11,1363,588,1214,15,6,8,1,0,0,2
814,1,0.9,0,17,1,29,0.3,177,5,5,1911,936,2277,10,16,17,1,0,1,2
1376,1,1.1,0,5,0,15,0.4,131,1,13,589,619,2003,13,11,10,0,0,1,1
1900,1,2.0,1,18,1,46,0.3,170,7,15,1749,655,3829,8,17,13,1,1,1,3
1812,1,1.6,0,10,0,4,0.6,89,4,6,527,898,1433,15,17,15,0,1,1,1
1960,0,2.4,0,1,0,37,0.5,173,4,1,540,687,1247,18,14,8,0,1,1,1
1161,1,2.6,0,7,0,28,0.6,124,6,5,1439,1575,3558,10,2,3,0,0,0,2
776,1,1.9,0,10,1,21,0.7,163,3,8,1490,1151,2405,17,14,18,1,0,0,2
1123,0,2.4,1,4,1,48,0.4,108,3,6,374,1086,3130,16,15,12,0,0,1,1
1015,1,1.3,0,17,1,16,0.3,132,5,1,290,729,2480,13,16,19,0,0,1,1
1873,0,1.5,1,17,1,63,0.2,108,6,18,42,1653,3287,14,0,13,0,1,0,2
1342,1,2.3,0,13,1,28,0.4,102,3,7,1887,554,1182,16,10,4,1,1,1,2
1969,0,1.5,1,9,0,54,0.8,136,5,10,1910,770,2535,5,5,15,1,1,0,3
849,0,2.0,0,2,0,46,0.8,129,3,3,1076,1623,2315,12,8,16,0,0,0,1
1322,1,1.0,1,8,1,42,0.7,100,5,15,1811,1592,1465,5,15,11,0,1,0,2
1660,1,2.0,0,2,1,29,0.3,191,3,17,1906,1822,3064,8,5,10,1,1,0,3
1258,1,2.7,1,10,1,26,0.6,122,2,12,1255,1469,1187,7,11,11,0,1,0,1
1398,0,2.7,1,11,0,43,0.6,89,7,4,1235,1877,2569,8,12,5,1,1,1,2
742,0,2.3,0,11,1,62,0.5,184,5,1,7,1675,2181,18,12,11,0,0,0,0
1042,0,2.4,1,2,0,45,0.6,155,7,10,1657,829,1414,11,3,18,1,0,1,2
1563,1,1.9,0,6,0,47,0.5,109,2,0,482,615,1012,17,8,13,1,1,0,1
728,0,2.0,0,13,1,34,0.6,130,2,12,41,822,1310,18,13,2,1,1,1,0
1047,0,0.8,0,10,0,47,0.7,112,2,4,332,1062,711,13,13,12,0,1,0,0
1419,1,1.6,0,6,0,15,0.2,97,2,17,1256,728,514,13,16,14,0,1,1,1
1746,0,1.6,0,9,1,9,0.8,157,1,13,1093,859,3431,14,4,2,1,1,1,3
505,0,2.9,1,10,0,49,0.2,101,7,12,1902,1528,686,5,1,2,1,0,0,1
1845,1,1.6,0,14,1,15,0.2,143,6,6,1039,527,3709,14,12,17,0,1,0,3
967,0,1.9,0,18,0,2,1.0,100,7,7,68,1887,2772,5,10,8,1,1,0,1
574,1,1.8,0,15,1,17,1.0,80,4,17,52,1985,3840,13,1,11,0,1,1,1
503,1,2.1,0,19,1,19,0.2,192,1,6,684,1754,2220,8,0,17,1,0,0,1
1145,1,2.4,0,11,0,8,0.5,186,3,19,993,1918,2229,16,2,2,1,0,0,1
617,1,1.1,0,17,1,16,0.3,195,3,16,1797,1368,3534,17,11,10,0,0,1,2
1380,1,1.8,1,12,0,25,0.5,94,6,15,1402,1794,902,18,6,7,0,0,0,1
1003,0,2.6,1,4,0,50,0.8,115,4,10,1824,1827,702,7,0,16,1,0,0,1
1446,0,1.7,0,3,1,52,1.0,126,4,18,1486,1906,3086,17,8,5,0,1,1,2
1073,1,1.2,1,13,0,56,0.7,133,4,0,526,527,1368,13,17,16,1,1,0,1
1964,1,2.1,0,7,1,14,0.4,165,2,7,1805,1243,450,9,5,11,0,0,1,2
693,0,2.6,0,8,0,10,0.6,111,1,0,1702,1722,1693,16,8,17,1,0,0,1
1346,1,0.7,0,18,0,57,0.4,137,3,8,62,1605,1401,10,7,14,0,0,1,1
1214,1,2.4,0,2,1,57,0.9,125,1,18,260,1611,2765,5,17,5,0,1,1,1
1915,1,2.6,0,4,0,16,0.9,133,1,8,1523,1913,1395,5,14,17,1,0,0,2
1549,0,1.7,1,17,0,58,0.6,112,1,9,1144,1079,451,17,0,12,1,0,1,1
1958,0,3.0,1,0,0,59,0.4,184,4,10,857,950,2339,18,13,16,1,0,0,2
672,1,2.5,1,7,0,36,0.4,118,6,0,1263,932,2370,11,17,12,1,1,1,1
1823,1,2.4,1,18,0,25,0.1,102,6,19,1488,873,900,14,9,12,1,0,1,2
825,0,2.4,0,16,0,34,0.8,122,4,7,1130,934,3608,12,5,4,1,1,0,2
1933,0,0.9,1,16,0,17,0.5,134,3,19,179,1710,3806,15,16,18,0,1,0,2
1641,1,1.0,0,10,0,9,0.4,81,3,11,1039,1913,1290,12,13,6,1,1,0,2
1335,1,1.7,1,1,1,30,0.5,145,3,0,354,717,2009,18,12,14,1,1,1,1
1223,0,1.2,1,5,0,24,0.8,117,6,9,933,1631,577,17,7,11,1,1,0,1
724,0,1.5,1,13,0,46,0.2,198,6,3,1332,1447,1947,11,9,6,1,0,1,1
1031,0,2.7,1,2,1,32,0.9,194,1,14,726,848,2543,17,8,13,0,1,1,1
612,1,2.6,0,11,1,41,0.9,108,4,18,588,1287,1272,15,4,9,1,1,0,0
639,0,2.1,1,3,1,50,1.0,195,2,5,1760,525,3387,13,3,13,1,1,1,2
1058,1,2.6,1,11,0,55,0.5,189,1,4,604,1571,905,5,5,17,0,0,0,1
500,0,2.5,0,12,1,56,0.3,146,5,4,180,1358,2865,6,5,3,0,1,1,1
589,0,1.6,0,1,1,15,0.4,182,6,17,173,869,1958,17,12,4,1,1,0,0
1153,0,1.0,1,1,0,60,0.4,150,1,2,353,1537,2468,7,3,19,0,1,1,1
819,0,1.8,0,14,0,54,0.3,115,4,1,353,1710,1086,17,7,18,1,0,1,0
638,1,2.3,0,16,1,31,0.6,108,5,3,1242,1383,444,16,4,3,0,1,0,1
1344,1,1.6,0,6,1,54,0.5,198,7,17,1678,778,1766,17,1,13,0,1,1,2
758,0,2.2,1,13,0,40,0.9,116,1,8,1338,840,347,9,8,18,0,1,1,1
1401,1,0.7,0,11,0,28,0.1,192,4,18,433,1851,2167,8,10,7,0,1,1,1
1189,0,2.4,1,16,0,48,0.7,179,4,9,904,1106,2592,8,10,18,0,1,1,2
509,0,2.5,1,13,0,17,0.8,166,6,14,281,1548,3836,12,6,3,1,1,1,1
760,0,2.3,1,5,0,52,0.8,124,2,0,258,1028,3402,12,13,9,1,1,0,1
671,0,2.9,1,18,1,7,0.9,95,1,10,867,925,1836,15,5,15,0,0,0,1
1397,1,2.6,0,5,0,56,0.8,191,4,13,558,528,3755,11,3,7,0,0,1,2
512,0,2.8,1,17,0,34,0.9,110,3,9,4,1455,1664,5,5,10,0,0,0,0
1691,0,2.8,0,4,0,45,0.4,113,4,18,1597,822,3380,14,2,2,1,1,0,3
820,1,2.5,1,5,0,19,0.6,129,2,15,595,812,430,8,5,6,1,0,1,0
1842,0,2.2,0,1,0,17,0.1,144,4,7,1668,1083,1952,5,2,8,1,1,0,2
828,0,0.5,1,7,1,13,0.1,161,6,1,393,1793,3906,15,0,10,0,0,1,1
1284,0,1.7,0,14,0,21,0.3,141,7,6,335,1261,729,18,17,15,1,0,0,0
1276,1,1.9,1,14,1,46,0.2,183,1,18,62,794,2190,9,3,10,0,1,1,1
1410,0,1.3,1,10,0,41,0.3,122,6,6,1816,1155,3688,7,5,5,0,1,1,3
1942,1,1.3,0,0,1,60,0.3,135,1,14,43,1285,525,7,16,16,0,1,1,1
1618,0,2.9,1,17,1,30,0.1,199,5,7,152,722,2300,8,17,5,0,1,1,1
817,0,2.7,1,11,0,31,0.9,94,1,13,1949,574,2710,6,5,4,1,1,0,2
735,1,2.6,1,11,0,27,0.1,127,5,0,1805,601,3451,11,1,15,1,0,0,2
833,0,1.5,0,10,0,23,0.8,128,6,12,853,1384,949,16,11,10,0,1,1,1
875,0,0.5,1,7,0,34,0.2,160,3,2,1706,672,631,17,11,7,0,0,0,1
1982,1,0.7,1,6,0,59,0.9,123,2,5,1179,1527,1671,8,3,4,0,0,1,2
1660,1,1.3,0,1,1,54,0.9,89,3,18,1501,894,2485,9,15,19,0,1,1,2
1087,1,0.5,0,10,0,40,0.7,99,5,14,274,1332,2339,16,9,17,0,0,0,1
1012,1,0.5,0,9,0,48,0.7,149,4,3,1381,1503,1491,18,9,4,0,0,1,1
1819,1,2.8,0,2,1,30,0.1,87,4,2,425,666,2227,6,6,3,1,1,1,2
1843,0,2.3,0,19,0,23,1.0,124,3,3,1555,799,389,10,13,3,1,1,0,2
1417,1,1.3,1,9,1,46,0.9,113,4,4,482,617,3168,13,6,11,1,0,1,2
1872,0,0.8,1,17,0,14,0.9,175,5,17,213,1011,1179,12,11,16,0,0,1,1
1372,0,1.8,1,13,1,61,0.7,130,6,9,78,1111,945,12,10,4,1,0,0,0
1752,0,0.5,0,17,0,10,0.4,197,2,7,138,1698,1957,6,16,9,1,1,0,1
769,1,2.8,1,7,1,25,0.9,185,7,11,949,658,2285,8,10,19,1,1,1,1
1297,1,1.5,0,9,1,16,0.4,83,1,2,97,1907,2794,12,2,12,1,1,0,1
1814,0,1.5,0,12,0,37,0.6,187,5,17,1912,1750,2128,15,3,8,1,0,0,3
1224,1,1.5,1,7,0,14,0.2,193,7,7,663,1561,1096,5,7,8,0,1,0,1
1688,1,0.7,0,3,0,28,0.9,118,5,0,197,962,1243,12,13,3,0,1,0,1
504,1,2.1,0,3,1,45,0.2,163,1,13,784,1954,1717,7,13,7,0,0,0,1
1350,1,2.3,1,4,1,38,0.3,103,1,12,155,603,1094,12,15,6,1,0,0,0
1902,0,2.2,0,0,1,8,0.6,167,2,11,1073,1481,3373,10,14,15,0,0,1,3
577,0,0.8,0,16,0,9,0.8,134,2,2,478,1716,2971,11,11,19,1,1,1,1
1933,1,1.9,1,1,0,38,0.7,105,2,17,227,749,3728,6,15,5,0,1,0,2
1073,0,1.9,0,7,1,42,0.3,104,4,12,1480,1536,3815,5,4,5,1,1,0,2
631,1,2.7,0,6,0,15,0.1,115,5,14,521,1066,3323,10,11,14,1,1,0,1
1100,1,1.4,1,14,1,59,0.8,150,6,9,148,1096,2735,16,4,2,0,1,1,1
1565,0,1.4,1,4,0,13,1.0,153,1,0,1081,1120,1707,7,9,6,0,1,1,2
588,0,2.0,1,1,0,37,0.8,137,5,5,161,1054,1003,8,16,4,1,1,1,0
901,0,2.1,1,6,1,53,0.5,190,7,8,862,1911,3131,17,14,14,1,0,1,2
795,1,1.7,0,7,0,62,0.9,91,5,9,1500,570,3899,13,7,8,0,1,0,2
1818,0,1.6,0,6,0,41,0.5,80,2,14,1130,1455,2820,7,7,11,0,1,0,2
1115,1,1.7,1,6,0,18,0.6,195,2,8,1450,1472,2765,6,7,4,1,0,0,2
1299,0,2.7,0,13,0,41,0.5,129,5,13,394,937,1221,6,9,3,0,0,0,1
921,0,1.7,0,17,0,54,0.5,104,2,10,800,1567,2182,6,12,8,0,0,0,1
1546,1,2.8,1,5,1,30,0.8,159,4,6,185,1795,2294,10,15,10,0,0,1,1
1074,1,1.8,1,3,0,63,0.6,84,1,1,557,1537,2484,6,8,13,0,1,0,1
642,1,2.9,0,9,1,28,0.4,162,7,13,445,1894,400,15,15,11,1,1,1,0
1492,1,2.6,1,17,0,2,0.3,147,5,5,1664,1635,2106,11,9,14,1,0,0,2
1164,1,1.4,1,11,0,53,0.1,85,1,4,1940,1902,3592,11,2,11,1,0,0,3
644,1,2.7,1,15,1,35,0.6,105,4,4,829,813,990,11,13,6,0,1,1,0
1748,1,0.8,0,6,1,5,0.3,192,7,18,1471,1938,2709,18,12,16,1,0,1,3
1506,1,2.8,1,5,0,25,0.2,182,2,18,86,984,3116,17,3,4,1,0,0,1
1002,0,2.1,0,4,0,22,0.7,199,3,5,1272,668,3272,6,3,9,0,1,1,2
1320,1,0.6,0,2,1,34,0.7,134,4,9,1864,1387,3258,11,5,7,0,0,1,3
603,1,2.1,0,11,1,8,0.8,118,3,13,1463,1302,2787,14,10,18,1,1,1,2
1562,0,2.9,1,14,1,2,0.6,88,1,16,1280,745,2785,12,7,11,1,0,0,2
697,1,0.7,1,9,1,42,0.9,124,5,2,1300,765,3564,12,13,2,0,1,0,2
1078,0,1.9,1,19,0,4,0.9,195,7,0,1813,1348,3852,18,7,14,0,0,0,3
890,0,2.4,1,18,0,45,0.8,93,2,9,437,742,2642,6,13,11,0,1,1,1
1702,1,2.5,1,15,0,52,0.7,191,7,2,515,1823,2571,9,6,13,0,1,1,2
1053,0,1.5,0,10,0,16,0.4,134,4,4,1600,1850,2569,18,17,3,0,0,0,2
1971,1,1.0,0,7,0,32,1.0,88,2,18,946,1029,783,10,11,11,1,0,0,2
1538,0,0.6,0,2,1,55,0.3,94,3,9,1225,1346,3419,13,13,2,1,0,1,2
1812,0,1.9,1,6,1,17,0.3,116,3,15,1598,1503,3575,10,14,2,1,0,0,3
977,0,1.6,0,6,1,11,0.5,129,6,0,1678,841,3346,14,17,16,1,0,0,2
1754,1,2.9,0,13,0,55,0.2,196,7,5,755,1772,3175,10,11,2,0,1,1,2
1422,1,0.7,1,1,1,30,1.0,163,5,8,1827,1259,3717,14,9,10,0,1,1,3
919,0,2.2,1,9,0,60,0.6,151,3,4,796,1903,1667,14,11,8,1,1,0,1
656,0,0.6,0,18,0,60,0.6,175,5,13,1203,1297,3229,10,7,17,0,1,1,2
1049,1,0.9,0,8,0,7,0.7,190,6,9,685,1031,3942,13,5,17,1,0,1,2
1964,1,1.6,1,15,1,30,0.5,100,4,1,324,1363,1374,14,0,14,1,1,0,1
1620,0,1.6,1,18,0,18,0.1,136,6,4,1948,1904,685,11,12,11,1,1,1,2
1520,0,2.2,1,17,0,54,0.7,184,5,0,622,541,3098,5,15,19,1,1,1,2
1496,1,2.8,1,8,1,61,0.7,98,3,9,686,1868,3244,5,17,10,1,0,0,2
1934,1,2.1,0,15,0,23,0.5,172,1,8,1498,1098,1316,18,11,13,1,0,1,2
1450,1,2.9,0,12,1,25,0.8,137,5,2,1688,1784,1672,8,4,14,0,1,1,2
788,1,2.7,1,9,0,62,0.3,174,2,14,399,805,1852,16,12,12,0,0,0,1
1777,1,2.0,0,19,1,18,0.3,197,1,3,867,1308,3618,6,7,16,1,1,1,2
695,0,2.6,0,13,0,22,0.2,85,7,12,216,1361,2153,7,5,11,1,0,0,0
1097,1,2.1,1,11,0,52,0.4,83,5,5,808,1763,2606,16,2,11,1,0,0,1
1016,0,0.7,0,18,1,51,0.9,122,2,19,960,1178,2035,11,3,10,0,0,1,1
1364,1,2.4,0,6,0,12,0.8,172,7,16,1476,1836,2704,18,11,4,0,1,0,2
1641,0,0.7,0,14,1,57,0.4,121,6,4,1000,1230,3126,11,12,17,0,0,0,2
1305,1,2.0,1,15,0,8,0.6,82,1,14,1427,940,2647,18,1,13,1,1,1,2
1682,1,2.3,1,7,1,43,0.7,80,5,7,931,1432,3166,16,3,18,0,0,0,2
1314,0,0.7,0,9,0,40,0.3,187,4,4,239,1402,773,7,12,16,1,1,0,0
727,0,1.1,1,3,0,6,0.3,134,6,12,1761,632,1656,17,7,4,0,1,1,2
